"id","AC","DE","GA","TP","ML"
"DUF4080","PF13311.9","Protein of unknown function (DUF4080)","22.9; 22.9;","Family",188
"DUF4081","PF13312.9","Domain of unknown function (DUF4081)","25.3; 25.3;","Family",105
"DUF4082","PF13313.9","Domain of unknown function (DUF4082)","28.4; 28.4;","Domain",145
"DUF4083","PF13314.9","Domain of unknown function (DUF4083)","25.4; 25.4;","Family",57
"DUF4084","PF13321.9","Domain of unknown function (DUF4084)","22.4; 22.4;","Family",304
"DUF4085","PF13315.9","Protein of unknown function (DUF4085)","24.1; 24.1;","Family",205
"DUF4087","PF13316.9","Protein of unknown function (DUF4087)","25; 25;","Family",98
"DUF4088","PF13317.9","Protein of unknown function (DUF4088)","23.8; 23.8;","Family",226
"DUF4090","PF13319.9","Protein of unknown function (DUF4090)","22.7; 22.7;","Family",84
"DUF4091","PF13320.9","Domain of unknown function (DUF4091)","23.1; 23.1;","Family",65
"DUF4092","PF13322.9","Domain of unknown function (DUF4092)","22.2; 22.2;","Family",176
"DUF4093","PF13331.9","Domain of unknown function (DUF4093)","25; 25;","Family",83
"DUF4094","PF13334.9","Domain of unknown function (DUF4094)","24.5; 23.8;","Family",90
"DUF4096","PF13340.9","Putative transposase of IS4/5 family (DUF4096)","34.3; 34.3;","Family",75
"DUF4097","PF13349.9","Putative adhesin","22.9; 22.9;","Repeat",249
"DUF4099","PF13351.9","Protein of unknown function (DUF4099)","22; 22;","Family",82
"DUF4100","PF13352.9","Protein of unknown function (DUF4100)","22; 22;","Family",216
"DUF4105","PF13387.9","Domain of unknown function (DUF4105)","22.2; 22.2;","Family",170
"DUF4106","PF13388.9","Protein of unknown function (DUF4106)","27; 27;","Family",420
"DUF4107","PF13389.9","Protein of unknown function (DUF4107)","27; 27;","Family",163
"DUF4108","PF13390.9","Protein of unknown function (DUF4108)","27; 27;","Family",143
"DUF411","PF04214.16","Protein of unknown function, DUF","27; 27;","Family",69
"DUF4110","PF13422.9","Domain of unknown function (DUF4110)","27; 27;","Family",95
"DUF4111","PF13427.9","Domain of unknown function (DUF4111)","22.2; 22.2;","Domain",103
"DUF4112","PF13430.9","Domain of unknown function (DUF4112)","23.3; 23.3;","Family",105
"DUF4113","PF13438.9","Domain of unknown function (DUF4113)","24; 24;","Domain",51
"DUF4114","PF13448.9","Domain of unknown function (DUF4114)","27; 27;","Family",88
"DUF4115","PF13464.9","Domain of unknown function (DUF4115)","27; 27;","Domain",74
"DUF4116","PF13475.9","Domain of unknown function (DUF4116)","24.9; 24.9;","Repeat",49
"DUF4118","PF13493.9","Domain of unknown function (DUF4118)","28.4; 28.4;","Domain",107
"DUF4119","PF13494.9","Domain of unknown function, B. Theta Gene description (DUF4119)","27; 27;","Family",87
"DUF412","PF04217.16","Protein of unknown function, DUF412","23.6; 23.6;","Family",141
"DUF4120","PF13496.9","Domain of unknown function (DUF4120)","27; 27;","Family",96
"DUF4121","PF13497.9","Domain of unknown function (DUF4121)","27; 27;","Family",264
"DUF4122","PF13498.9","Domain of unknown function (DUF4122)","27; 27;","Family",219
"DUF4123","PF13503.9","Domain of unknown function (DUF4123)","25.8; 25.8;","Domain",127
"DUF4124","PF13511.9","Domain of unknown function (DUF4124)","22; 22;","Domain",56
"DUF4125","PF13526.9","Protein of unknown function (DUF4125)","25; 25;","Family",197
"DUF4126","PF13548.9","Domain of unknown function (DUF4126)","27.5; 27.5;","Domain",175
"DUF4127","PF13552.9","Protein of unknown function (DUF4127)","27; 27;","Family",491
"DUF4128","PF13554.9","Bacteriophage related domain of unknown function","27; 27;","Family",128
"DUF4129","PF13559.9","Domain of unknown function (DUF4129)","24.8; 24.8;","Domain",69
"DUF413","PF04219.15","Protein of unknown function, DUF","25; 25;","Family",90
"DUF4130","PF13566.9","Domain of unknown function (DUF4130","27; 27;","Domain",146
"DUF4131","PF13567.9","Domain of unknown function (DUF4131)","31.6; 31.6;","Domain",167
"DUF4132","PF13569.9","Domain of unknown function (DUF4132)","27; 27;","Domain",180
"DUF4133","PF13571.9","Domain of unknown function (DUF4133)","25.2; 25.2;","Family",91
"DUF4134","PF13572.9","Domain of unknown function (DUF4134)","26.5; 26.5;","Family",93
"DUF4135","PF13575.9","Domain of unknown function (DUF4135)","29; 29;","Family",377
"DUF4136","PF13590.9","Domain of unknown function (DUF4136)","32.8; 32.8;","Domain",131
"DUF4138","PF13595.9","Domain of unknown function (DUF4138)","31.1; 31.1;","Family",245
"DUF4139","PF13598.9","Domain of unknown function (DUF4139)","31.8; 31.8;","Family",205
"DUF4140","PF13600.9","N-terminal domain of unknown function (DUF4140)","27; 27;","Family",99
"DUF4141","PF13605.9","Domain of unknown function (DUF4141)","30; 30;","Family",53
"DUF4142","PF13628.9","Domain of unknown function (DUF4142)","27; 27;","Domain",139
"DUF4143","PF13635.9","Domain of unknown function (DUF4143)","28.1; 28.1;","Domain",122
"DUF4144","PF13642.9","protein structure with unknown function","27; 27;","Family",108
"DUF4145","PF13643.9","Domain of unknown function (DUF4145)","23.1; 23.1;","Domain",88
"DUF4147","PF13660.9","Domain of unknown function (DUF4147)","23; 23;","Domain",235
"DUF4148","PF13663.9","Domain of unknown function (DUF4148)","27; 27;","Domain",54
"DUF4149","PF13664.9","Domain of unknown function (DUF4149)","24.6; 24.6;","Domain",102
"DUF4152","PF13680.9","Protein of unknown function (DUF4152)","27; 27;","Domain",225
"DUF4153","PF13687.9","Domain of unknown function (DUF4153)","27; 27;","Domain",373
"DUF4154","PF13689.9","YfiR/HmsC-like","24.9; 24.9;","Family",143
"DUF4156","PF13698.9","Domain of unknown function (DUF4156)","28.9; 28.9;","Family",90
"DUF4157","PF13699.9","Domain of unknown function (DUF4157)","22; 22;","Domain",79
"DUF4158","PF13700.9","Domain of unknown function (DUF4158)","27.4; 27.4;","Domain",166
"DUF4159","PF13709.9","Domain of unknown function (DUF4159)","25.9; 25.9;","Domain",205
"DUF416","PF04222.15","Protein of unknown function (DUF416)","23.7; 23.7;","Family",188
"DUF4160","PF13711.9","Domain of unknown function (DUF4160)","23; 23;","Family",65
"DUF4162","PF13732.9","Domain of unknown function (DUF4162)","27.4; 27.4;","Family",81
"DUF4164","PF13747.9","Domain of unknown function (DUF4164)","27.2; 27.2;","Coiled-coil",89
"DUF4165","PF13752.9","Domain of unknown function (DUF4165)","25; 25;","Domain",121
"DUF4166","PF13761.9","Domain of unknown function (DUF4166)","23; 23;","Domain",181
"DUF4167","PF13763.9","Domain of unknown function (DUF4167)","25; 25;","Family",77
"DUF4168","PF13767.9","Domain of unknown function (DUF4168)","25.8; 25.8;","Family",90
"DUF4169","PF13770.9","Domain of unknown function (DUF4169)","25; 25;","Family",55
"DUF417","PF04224.15","Protein of unknown function, DUF417","22.1; 22.1;","Family",175
"DUF4170","PF13773.9","Domain of unknown function (DUF4170)","25; 25;","Family",68
"DUF4171","PF13775.9","Domain of unknown function (DUF4171)","27; 27;","Domain",125
"DUF4172","PF13776.9","Domain of unknown function (DUF4172)","25; 25;","Family",82
"DUF4174","PF13778.9","Domain of unknown function (DUF4174)","27; 27;","Family",120
"DUF4175","PF13779.9","Domain of unknown function (DUF4175)","27.3; 27.3;","Family",819
"DUF4176","PF13780.9","Domain of unknown function (DUF4176)","25; 25;","Family",74
"DUF4177","PF13783.9","Domain of unknown function (DUF4177)","25; 25;","Family",65
"DUF4178","PF13785.9","Domain of unknown function (DUF4178)","25; 25;","Family",142
"DUF4179","PF13786.9","Domain of unknown function (DUF4179)","30.1; 30.1;","Family",90
"DUF418","PF04235.15","Protein of unknown function (DUF418)","23.6; 23.6;","Family",163
"DUF4180","PF13788.9","Domain of unknown function (DUF4180)","25; 25;","Family",112
"DUF4181","PF13789.9","Domain of unknown function (DUF4181)","25.4; 25.4;","Family",108
"DUF4183","PF13799.9","Domain of unknown function (DUF4183)","25.1; 25.1;","Family",74
"DUF4184","PF13803.9","Domain of unknown function (DUF4184)","25; 25;","Domain",217
"DUF4185","PF13810.9","Domain of unknown function (DUF4185)","39.5; 39.5;","Family",316
"DUF4186","PF13811.9","Domain of unknown function (DUF4186)","25; 25;","Family",109
"DUF4187","PF13821.9","Domain of unknown function (DUF4187)","29; 29;","Domain",54
"DUF4188","PF13826.9","Domain of unknown function (DUF4188)","25; 25;","Domain",118
"DUF4189","PF13827.9","Domain of unknown function (DUF4189)","25; 25;","Family",97
"DUF4190","PF13828.9","Domain of unknown function (DUF4190)","35; 35;","Domain",62
"DUF4191","PF13829.9","Domain of unknown function (DUF4191)","30; 30;","Family",219
"DUF4192","PF13830.9","Domain of unknown function (DUF4192)","27.8; 27.8;","Family",322
"DUF4193","PF13834.9","Domain of unknown function (DUF4193)","25; 25;","Family",98
"DUF4194","PF13835.9","Domain of unknown function (DUF4194)","32.7; 32.7;","Family",167
"DUF4195","PF13836.9","Domain of unknown function (DUF4195)","27; 27;","Domain",184
"DUF4196","PF13846.9","Domain of unknown function (DUF4196)","25; 25;","Domain",112
"DUF4197","PF13852.9","Protein of unknown function (DUF4197)","24.9; 24.9;","Family",201
"DUF4198","PF10670.12","Domain of unknown function (DUF4198)","34; 34;","Family",210
"DUF4199","PF13858.9","Protein of unknown function (DUF4199)","32.3; 32.3;","Family",167
"DUF420","PF04238.15","Protein of unknown function (DUF420)","30.5; 30.5;","Family",131
"DUF4200","PF13863.9","Domain of unknown function (DUF4200)","29.7; 29.7;","Family",119
"DUF4201","PF13870.9","Domain of unknown function (DUF4201)","31.6; 31.6;","Coiled-coil",177
"DUF4202","PF13875.9","Domain of unknown function (DUF4202)","35.1; 35.1;","Family",184
"DUF4203","PF13886.9","Domain of unknown function (DUF4203)","29.2; 29.2;","Family",201
"DUF4208","PF13907.9","Domain of unknown function (DUF4208)","28.3; 28.3;","Domain",96
"DUF4209","PF13910.9","Domain of unknown function (DUF4209)","22.3; 22.3;","Domain",89
"DUF421","PF04239.15","Protein of unknown function (DUF421)","27.4; 27.4;","Family",109
"DUF4210","PF13915.9","Domain of unknown function (DUF4210)","21.2; 21.2;","Domain",73
"DUF4211","PF13926.9","Domain of unknown function (DUF4211)","27; 27;","Family",139
"DUF4212","PF13937.9","Domain of unknown function (DUF4212)","30; 30;","Family",79
"DUF4213","PF13938.9","Putative heavy-metal chelation","23.5; 23.5;","Family",73
"DUF4214","PF13946.9","Domain of unknown function (DUF4214)","23.2; 23.2;","Domain",72
"DUF4215","PF13948.9","Domain of unknown function (DUF4215)","27; 21.5;","Family",47
"DUF4216","PF13952.9","Domain of unknown function (DUF4216)","30.6; 30.6;","Domain",73
"DUF4217","PF13959.9","Domain of unknown function (DUF4217)","27; 27;","Domain",63
"DUF4218","PF13960.9","Domain of unknown function (DUF4218)","27; 27;","Domain",113
"DUF4219","PF13961.9","Domain of unknown function (DUF4219)","27; 27;","Domain",27
"DUF4220","PF13968.9","Domain of unknown function (DUF4220)","27; 27;","Family",346
"DUF4221","PF13970.9","Domain of unknown function (DUF4221)","23.4; 23.4;","Repeat",312
"DUF4222","PF13973.9","Domain of unknown function (DUF4222)","27; 27;","Domain",53
"DUF4223","PF13978.9","Protein of unknown function (DUF4223)","27; 27;","Family",54
"DUF4224","PF13986.9","Domain of unknown function (DUF4224)","22; 22;","Domain",45
"DUF4225","PF13988.9","Protein of unknown function (DUF4225)","25.9; 25.9;","Family",163
"DUF4226","PF10774.12","Domain of unknown function (DUF4226)","23.5; 23.5;","Domain",115
"DUF4227","PF14004.9","Protein of unknown function (DUF4227)","27; 27;","Family",71
"DUF4229","PF14012.9","Protein of unknown function (DUF4229)","27; 27;","Family",68
"DUF423","PF04241.18","Protein of unknown function (DUF423)","25; 25;","Family",86
"DUF4230","PF14014.9","Protein of unknown function (DUF4230)","27; 27;","Family",143
"DUF4231","PF14015.9","Protein of unknown function (DUF4231)","24.7; 24.7;","Family",105
"DUF4232","PF14016.9","Protein of unknown function (DUF4232)","27; 27;","Family",129
"DUF4233","PF14017.9","Protein of unknown function (DUF4233)","27; 27;","Family",104
"DUF4234","PF14018.9","Domain of unknown function (DUF4234)","25.3; 25.3;","Family",70
"DUF4235","PF14019.9","Protein of unknown function (DUF4235)","27; 27;","Family",77
"DUF4236","PF14020.9","Protein of unknown function (DUF4236)","27; 27;","Family",55
"DUF4238","PF14022.9","Protein of unknown function (DUF4238)","27; 27;","Family",271
"DUF4239","PF14023.9","Protein of unknown function (DUF4239)","22.5; 22.5;","Family",217
"DUF424","PF04242.16","Protein of unknown function (DUF424)","25; 25;","Family",92
"DUF4240","PF14024.9","Protein of unknown function (DUF4240)","27; 27;","Domain",128
"DUF4241","PF14025.9","Protein of unknown function (DUF4241)","27; 27;","Family",187
"DUF4242","PF14026.9","Protein of unknown function (DUF4242)","28.5; 28.5;","Family",76
"DUF4244","PF14029.9","Protein of unknown function (DUF4244)","27; 27;","Family",54
"DUF4245","PF14030.9","Protein of unknown function (DUF4245)","30.1; 30.1;","Family",166
"DUF4246","PF14033.9","Protein of unknown function (DUF4246)","27; 27;","Family",453
"DUF4247","PF14042.9","Domain of unknown function (DUF4247)","27; 27;","Family",125
"DUF4248","PF14053.9","Domain of unknown function (DUF4248)","27; 27;","Family",68
"DUF4249","PF14054.9","Domain of unknown function (DUF4249)","28.5; 28.5;","Family",276
"DUF4250","PF14056.9","Domain of unknown function (DUF4250)","27; 27;","Family",55
"DUF4251","PF14059.9","Domain of unknown function (DUF4251)","27; 27;","Family",134
"DUF4252","PF14060.9","Domain of unknown function (DUF4252)","23.9; 23.9;","Family",125
"DUF4253","PF14062.9","Domain of unknown function (DUF4253)","27; 27;","Domain",109
"DUF4254","PF14063.9","Protein of unknown function (DUF4254)","27; 27;","Family",144
"DUF4256","PF14066.9","Protein of unknown function (DUF4256)","27; 27;","Family",173
"DUF4257","PF14074.9","Protein of unknown function (DUF4257)","27; 27;","Family",81
"DUF4258","PF14076.9","Domain of unknown function (DUF4258)","25; 25;","Domain",63
"DUF4259","PF14078.9","Domain of unknown function (DUF4259)","22.8; 22.8;","Family",137
"DUF4260","PF14079.9","Domain of unknown function (DUF4260)","27; 27;","Family",113
"DUF4261","PF14080.9","Domain of unknown function (DUF4261)","27; 27;","Family",77
"DUF4262","PF14081.9","Domain of unknown function (DUF4262)","28; 28;","Family",127
"DUF4263","PF14082.9","Domain of unknown function (DUF4263)","27; 27;","Family",159
"DUF4264","PF14084.9","Protein of unknown function (DUF4264)","27; 27;","Family",52
"DUF4265","PF14085.9","Domain of unknown function (DUF4265)","27; 27;","Family",115
"DUF4266","PF14086.9","Domain of unknown function (DUF4266)","27; 27;","Domain",50
"DUF4267","PF14087.9","Domain of unknown function (DUF4267)","27.8; 27.8;","Family",112
"DUF4268","PF14088.9","Domain of unknown function (DUF4268)","27; 27;","Family",140
"DUF4269","PF14091.9","Domain of unknown function (DUF4269)","28.9; 28.9;","Family",151
"DUF4270","PF14092.9","Domain of unknown function (DUF4270)","27; 27;","Family",439
"DUF4271","PF14093.9","Domain of unknown function (DUF4271)","29.7; 29.7;","Family",207
"DUF4272","PF14094.9","Domain of unknown function (DUF4272)","27; 27;","Family",207
"DUF4274","PF14096.9","Domain of unknown function (DUF4274)","27; 27;","Family",76
"DUF4275","PF14101.9","Domain of unknown function (DUF4275)","27; 27;","Family",139
"DUF4276","PF14103.9","Domain of unknown function (DUF4276)","30.2; 30.2;","Family",184
"DUF4277","PF14104.9","Domain of unknown function (DUF4277)","25.4; 25.4;","Family",109
"DUF4278","PF14105.9","Domain of unknown function (DUF4278)","25.3; 25.3;","Family",56
"DUF4279","PF14106.9","Domain of unknown function (DUF4279)","25; 25;","Family",116
"DUF4280","PF14107.9","Domain of unknown function (DUF4280)","26.3; 26.3;","Family",108
"DUF4282","PF14110.9","Domain of unknown function (DUF4282)","27; 27;","Family",89
"DUF4283","PF14111.9","Domain of unknown function (DUF4283)","27; 27;","Domain",145
"DUF4284","PF14112.9","Immunity protein 22","27; 27;","Family",122
"DUF4286","PF14114.9","Domain of unknown function (DUF4286)","25.8; 25.8;","Domain",99
"DUF4287","PF14117.9","Domain of unknown function (DUF4287)","27; 27;","Family",60
"DUF4288","PF14119.9","Domain of unknown function (DUF4288)","27; 27;","Family",85
"DUF429","PF04250.16","Protein of unknown function (DUF429)","23; 23;","Family",209
"DUF4290","PF14123.9","Domain of unknown function (DUF4290)","27; 27;","Family",174
"DUF4291","PF14124.9","Domain of unknown function (DUF4291)","27; 27;","Family",180
"DUF4292","PF14125.9","Domain of unknown function (DUF4292)","23; 23;","Family",210
"DUF4293","PF14126.9","Domain of unknown function (DUF4293)","27; 27;","Family",152
"DUF4294","PF14127.9","Domain of unknown function (DUF4294)","27; 27;","Family",155
"DUF4295","PF14128.9","Domain of unknown function (DUF4295)","27; 27;","Family",47
